concept,description_concept,type_concept,term,type_term,description_term,generateur,prefix,gender,conjugaison,ehasElisionlision,accordFemSing,accordFemPlu,accordMasSing,accordMasPlu
,,,substantif:Dive   féminin,substantif,,,Dive,féminin,,0,,,,
,,,substantif:Dives   féminin,substantif,,,Dives,féminin,,0,,,,
,,,substantif:Divette   féminin,substantif,,,Divette,féminin,,0,,,,
,,,substantif:Dognon   masculin,substantif,,,Dognon,masculin,,0,,,,
,,,substantif:Doller   masculin,substantif,,,Doller,masculin,,0,,,,
,,,substantif:Dordogne   féminin,substantif,,,Dordogne,féminin,,0,,,,
,,,substantif:Dore   féminin,substantif,,,Dore,féminin,,0,,,,
,,,substantif:Doron de Beaufort   masculin,substantif,,,Doron de Beaufort,masculin,,0,,,,
,,,substantif:Doron de Bozel   masculin,substantif,,,Doron de Bozel,masculin,,0,,,,
,,,substantif:Doron des Allues   masculin,substantif,,,Doron des Allues,masculin,,0,,,,
,,,substantif:Doubs   masculin,substantif,,,Doubs,masculin,,0,,,,
,,,substantif:Dourbie   féminin,substantif,,,Dourbie,féminin,,0,,,,
,,,substantif:Dourdou   masculin,substantif,,,Dourdou,masculin,,0,,,,
,,,substantif:Doustre   féminin,substantif,,,Doustre,féminin,,0,,,,
,,,substantif:Douve   féminin,substantif,,,Douve,féminin,,0,,,,
,,,substantif:Doux   masculin,substantif,,,Doux,masculin,,0,,,,
,,,substantif:Douze   féminin,substantif,,,Douze,féminin,,0,,,,
,,,substantif:Drac   masculin,substantif,,,Drac,masculin,,0,,,,
,,,substantif:Dragne   féminin,substantif,,,Dragne,féminin,,0,,,,
,,,substantif:Dranse   féminin,substantif,,,Dranse,féminin,,0,,,,
,,,substantif:Drôme   féminin,substantif,,,Drôme,féminin,,0,,,,
,,,substantif:Dronne   féminin,substantif,,,Dronne,féminin,,0,,,,
,,,substantif:Dropt   masculin,substantif,,,Dropt,masculin,,0,,,,
,,,substantif:Drugeon   masculin,substantif,,,Drugeon,masculin,,0,,,,
,,,substantif:Duche   féminin,substantif,,,Duche,féminin,,0,,,,
,,,substantif:Durance   féminin,substantif,,,Durance,féminin,,0,,,,
,,,substantif:Durdent   masculin,substantif,,,Durdent,masculin,,0,,,,
,,,substantif:Durgeon   masculin,substantif,,,Durgeon,masculin,,0,,,,
,,,substantif:Falleron   masculin,substantif,,,Falleron,masculin,,0,,,,
,,,substantif:Fango   masculin,substantif,,,Fango,masculin,,0,,,,
,,,substantif:Fecht   masculin,substantif,,,Fecht,masculin,,0,,,,
,,,substantif:Fier   masculin,substantif,,,Fier,masculin,,0,,,,
,,,substantif:Figarella   féminin,substantif,,,Figarella,féminin,,0,,,,
,,,substantif:Fium'Alto   masculin,substantif,,,Fium'Alto,masculin,,0,,,,
,,,substantif:Fiumorbo   masculin,substantif,,,Fiumorbo,masculin,,0,,,,
,,,substantif:Fouzon   masculin,substantif,,,Fouzon,masculin,,0,,,,
,,,substantif:Fresquel   masculin,substantif,,,Fresquel,masculin,,0,,,,
,,,substantif:Fure   féminin,substantif,,,Fure,féminin,,0,,,,
,,,substantif:Fusain   masculin,substantif,,,Fusain,masculin,,0,,,,
,,,substantif:Gabas   masculin,substantif,,,Gabas,masculin,,0,,,,
,,,substantif:Galaure   masculin,substantif,,,Galaure,masculin,,0,,,,
,,,substantif:Gapeau   masculin,substantif,,,Gapeau,masculin,,0,,,,
,,,substantif:Gard   masculin,substantif,,,Gard,masculin,,0,,,,
,,,substantif:Gardon d’Alès   masculin,substantif,,,Gardon d’Alès,masculin,,0,,,,
,,,substantif:Gardonnette   masculin,substantif,,,Gardonnette,masculin,,0,,,,
,,,substantif:Garonne   féminin,substantif,,,Garonne,féminin,,0,,,,
,,,substantif:Gartempe   féminin,substantif,,,Gartempe,féminin,,0,,,,
,,,substantif:Gave d'Aspe   masculin,substantif,,,Gave d'Aspe,masculin,,0,,,,
,,,substantif:Gave d'Oloron   masculin,substantif,,,Gave d'Oloron,masculin,,0,,,,
,,,substantif:Gave d'Ossau   masculin,substantif,,,Gave d'Ossau,masculin,,0,,,,
,,,substantif:Gave de Pau   masculin,substantif,,,Gave de Pau,masculin,,0,,,,
,,,substantif:Gélise   féminin,substantif,,,Gélise,féminin,,0,,,,
,,,substantif:Gère   féminin,substantif,,,Gère,féminin,,0,,,,
,,,substantif:Gers   masculin,substantif,,,Gers,masculin,,0,,,,
,,,substantif:Gesse   féminin,substantif,,,Gesse,féminin,,0,,,,
,,,substantif:Gestas   masculin,substantif,,,Gestas,masculin,,0,,,,
,,,substantif:Gier   masculin,substantif,,,Gier,masculin,,0,,,,
,,,substantif:Giessen   masculin,substantif,,,Giessen,masculin,,0,,,,
,,,substantif:Giffre   féminin,substantif,,,Giffre,féminin,,0,,,,
,,,substantif:Gijou   masculin,substantif,,,Gijou,masculin,,0,,,,
,,,substantif:Gimone   féminin,substantif,,,Gimone,féminin,,0,,,,
,,,substantif:Girou   masculin,substantif,,,Girou,masculin,,0,,,,
,,,substantif:Golo   masculin,substantif,,,Golo,masculin,,0,,,,
,,,substantif:Gouessant   masculin,substantif,,,Gouessant,masculin,,0,,,,
,,,substantif:Gouët   masculin,substantif,,,Gouët,masculin,,0,,,,
,,,substantif:Goul   masculin,substantif,,,Goul,masculin,,0,,,,
,,,substantif:Grand Morin   masculin,substantif,,,Grand Morin,masculin,,0,,,,
,,,substantif:Gravona   féminin,substantif,,,Gravona,féminin,,0,,,,
,,,substantif:Grolle   féminin,substantif,,,Grolle,féminin,,0,,,,
,,,substantif:Grosne   féminin,substantif,,,Grosne,féminin,,0,,,,
,,,substantif:Guiers   masculin,substantif,,,Guiers,masculin,,0,,,,
,,,substantif:Guil   masculin,substantif,,,Guil,masculin,,0,,,,
,,,substantif:Houille   féminin,substantif,,,Houille,féminin,,0,,,,
,,,substantif:Jaudy   masculin,substantif,,,Jaudy,masculin,,0,,,,
,,,substantif:Jeune Autize   féminin,substantif,,,Jeune Autize,féminin,,0,,,,
,,,substantif:Jordanne   féminin,substantif,,,Jordanne,féminin,,0,,,,
,,,substantif:Jouanne   féminin,substantif,,,Jouanne,féminin,,0,,,,
,,,substantif:Juine   féminin,substantif,,,Juine,féminin,,0,,,,
,,,substantif:Laignes   féminin,substantif,,,Laignes,féminin,,0,,,,
,,,substantif:Lanterne   féminin,substantif,,,Lanterne,féminin,,0,,,,
,,,substantif:Largue   féminin,substantif,,,Largue,féminin,,0,,,,
,,,substantif:Lary   masculin,substantif,,,Lary,masculin,,0,,,,
,,,substantif:Lathan   masculin,substantif,,,Lathan,masculin,,0,,,,
,,,substantif:Lawe   masculin,substantif,,,Lawe,masculin,,0,,,,
,,,substantif:Lay   masculin,substantif,,,Lay,masculin,,0,,,,
,,,substantif:Layon   masculin,substantif,,,Layon,masculin,,0,,,,
,,,substantif:Lède   féminin,substantif,,,Lède,féminin,,0,,,,
,,,substantif:Léez   masculin,substantif,,,Léez,masculin,,0,,,,
,,,substantif:Leff   masculin,substantif,,,Leff,masculin,,0,,,,
,,,substantif:Léguer   masculin,substantif,,,Léguer,masculin,,0,,,,
,,,substantif:Lemboulas   masculin,substantif,,,Lemboulas,masculin,,0,,,,
,,,substantif:Lendou   masculin,substantif,,,Lendou,masculin,,0,,,,
,,,substantif:Leysse   masculin,substantif,,,Leysse,masculin,,0,,,,
,,,substantif:Lez   masculin,substantif,,,Lez,masculin,,0,,,,
,,,substantif:Lèze   féminin,substantif,,,Lèze,féminin,,0,,,,
,,,substantif:Liamone   féminin,substantif,,,Liamone,féminin,,0,,,,
,,,substantif:Liane   féminin,substantif,,,Liane,féminin,,0,,,,
,,,substantif:Libron   masculin,substantif,,,Libron,masculin,,0,,,,
,,,substantif:Lidoire   féminin,substantif,,,Lidoire,féminin,,0,,,,
,,,substantif:Lié   masculin,substantif,,,Lié,masculin,,0,,,,
,,,substantif:Liepvrette   féminin,substantif,,,Liepvrette,féminin,,0,,,,
,,,substantif:Lignon du Forez   masculin,substantif,,,Lignon du Forez,masculin,,0,,,,
,,,substantif:Lignon du Velay   masculin,substantif,,,Lignon du Velay,masculin,,0,,,,
,,,substantif:Linon   féminin,substantif,,,Linon,féminin,,0,,,,
,,,substantif:Lison   féminin,substantif,,,Lison,féminin,,0,,,,
,,,substantif:Livenne   féminin,substantif,,,Livenne,féminin,,0,,,,
,,,substantif:Lizonne   féminin,substantif,,,Lizonne,féminin,,0,,,,
,,,substantif:Loing   masculin,substantif,,,Loing,masculin,,0,,,,
,,,substantif:Loir   masculin,substantif,,,Loir,masculin,,0,,,,
,,,substantif:Loire   féminin,substantif,,,Loire,féminin,,0,,,,
,,,substantif:Loison   masculin,substantif,,,Loison,masculin,,0,,,,
,,,substantif:Lot   masculin,substantif,,,Lot,masculin,,0,,,,
,,,substantif:Loue   féminin,substantif,,,Loue,féminin,,0,,,,
,,,substantif:Louge   masculin,substantif,,,Louge,masculin,,0,,,,
,,,substantif:Louyre   féminin,substantif,,,Louyre,féminin,,0,,,,
,,,substantif:Loyre   féminin,substantif,,,Loyre,féminin,,0,,,,
,,,substantif:Lunain   masculin,substantif,,,Lunain,masculin,,0,,,,
,,,substantif:Luy   masculin,substantif,,,Luy,masculin,,0,,,,
,,,substantif:Luy de Béarn   masculin,substantif,,,Luy de Béarn,masculin,,0,,,,
,,,substantif:Luy de France   masculin,substantif,,,Luy de France,masculin,,0,,,,
,,,substantif:Luzège   féminin,substantif,,,Luzège,féminin,,0,,,,
,,,substantif:Lys   féminin,substantif,,,Lys,féminin,,0,,,,
,,,substantif:Madon   féminin,substantif,,,Madon,féminin,,0,,,,
,,,substantif:Madrange   féminin,substantif,,,Madrange,féminin,,0,,,,
,,,substantif:Mamoul   masculin,substantif,,,Mamoul,masculin,,0,,,,
,,,substantif:Mance   féminin,substantif,,,Mance,féminin,,0,,,,
,,,substantif:Manoire   féminin,substantif,,,Manoire,féminin,,0,,,,
,,,substantif:Marilhou   masculin,substantif,,,Marilhou,masculin,,0,,,,
,,,substantif:Marmande   féminin,substantif,,,Marmande,féminin,,0,,,,
,,,substantif:Marne   féminin,substantif,,,Marne,féminin,,0,,,,
,,,substantif:Maronne   féminin,substantif,,,Maronne,féminin,,0,,,,
,,,substantif:Marque   féminin,substantif,,,Marque,féminin,,0,,,,
,,,substantif:Maulde   féminin,substantif,,,Maulde,féminin,,0,,,,
,,,substantif:Mauldre   féminin,substantif,,,Mauldre,féminin,,0,,,,
,,,substantif:Maumont Blanc   masculin,substantif,,,Maumont Blanc,masculin,,0,,,,
,,,substantif:Maye   féminin,substantif,,,Maye,féminin,,0,,,,
,,,substantif:Mayenne   féminin,substantif,,,Mayenne,féminin,,0,,,,
,,,substantif:Méouzette   féminin,substantif,,,Méouzette,féminin,,0,,,,
,,,substantif:Merdereau   masculin,substantif,,,Merdereau,masculin,,0,,,,
,,,substantif:Meu   féminin,substantif,,,Meu,féminin,,0,,,,
,,,substantif:Meurthe   féminin,substantif,,,Meurthe,féminin,,0,,,,
,,,substantif:Meuse   féminin,substantif,,,Meuse,féminin,,0,,,,
,,,substantif:Midouze   féminin,substantif,,,Midouze,féminin,,0,,,,
,,,substantif:Minette   féminin,substantif,,,Minette,féminin,,0,,,,
,,,substantif:Moder   féminin,substantif,,,Moder,féminin,,0,,,,
,,,substantif:Moine   féminin,substantif,,,Moine,féminin,,0,,,,
,,,substantif:Montane   féminin,substantif,,,Montane,féminin,,0,,,,
,,,substantif:Morge   féminin,substantif,,,Morge,féminin,,0,,,,
,,,substantif:Moron   masculin,substantif,,,Moron,masculin,,0,,,,
,,,substantif:Mortagne   féminin,substantif,,,Mortagne,féminin,,0,,,,
,,,substantif:Morthe   féminin,substantif,,,Morthe,féminin,,0,,,,
,,,substantif:Moselle   féminin,substantif,,,Moselle,féminin,,0,,,,
,,,substantif:Moselotte   féminin,substantif,,,Moselotte,féminin,,0,,,,
,,,substantif:Mosson   féminin,substantif,,,Mosson,féminin,,0,,,,
,,,substantif:Mouzon   féminin,substantif,,,Mouzon,féminin,,0,,,,
,,,substantif:Nartuby   féminin,substantif,,,Nartuby,féminin,,0,,,,
,,,substantif:Nave   féminin,substantif,,,Nave,féminin,,0,,,,
,,,substantif:Né   masculin,substantif,,,Né,masculin,,0,,,,
,,,substantif:Neste   féminin,substantif,,,Neste,féminin,,0,,,,
,,,substantif:Neste du Louron   féminin,substantif,,,Neste du Louron,féminin,,0,,,,
,,,substantif:Nied   masculin,substantif,,,Nied,masculin,,0,,,,
,,,substantif:Nièvre   féminin,substantif,,,Nièvre,féminin,,0,,,,
,,,substantif:Ninian   féminin,substantif,,,Ninian,féminin,,0,,,,
,,,substantif:Nive   féminin,substantif,,,Nive,féminin,,0,,,,
,,,substantif:Nivelle   féminin,substantif,,,Nivelle,féminin,,0,,,,
,,,substantif:Nohain   féminin,substantif,,,Nohain,féminin,,0,,,,
,,,substantif:Nonette   féminin,substantif,,,Nonette,féminin,,0,,,,
,,,substantif:Noue   féminin,substantif,,,Noue,féminin,,0,,,,
,,,substantif:Paillon   masculin,substantif,,,Paillon,masculin,,0,,,,
,,,substantif:Petit Buëch   masculin,substantif,,,Petit Buëch,masculin,,0,,,,
,,,substantif:Petit Morin   masculin,substantif,,,Petit Morin,masculin,,0,,,,
,,,substantif:Petite Baïse   féminin,substantif,,,Petite Baïse,féminin,,0,,,,
,,,substantif:Petite Creuse   féminin,substantif,,,Petite Creuse,féminin,,0,,,,
,,,substantif:Petite Rhue   féminin,substantif,,,Petite Rhue,féminin,,0,,,,
,,,substantif:Petite Sauldre   féminin,substantif,,,Petite Sauldre,féminin,,0,,,,
,,,substantif:Pique   féminin,substantif,,,Pique,féminin,,0,,,,
,,,substantif:Plaine   féminin,substantif,,,Plaine,féminin,,0,,,,
,,,substantif:Prunelli   masculin,substantif,,,Prunelli,masculin,,0,,,,
,,,substantif:Queugne   féminin,substantif,,,Queugne,féminin,,0,,,,
,,,substantif:Rabodeau   masculin,substantif,,,Rabodeau,masculin,,0,,,,
,,,substantif:Rance   féminin,substantif,,,Rance,féminin,,0,,,,
,,,substantif:Rémarde   féminin,substantif,,,Rémarde,féminin,,0,,,,
,,,substantif:Rère   féminin,substantif,,,Rère,féminin,,0,,,,
,,,substantif:Réveillon   masculin,substantif,,,Réveillon,masculin,,0,,,,
,,,substantif:Reyssouze   féminin,substantif,,,Reyssouze,féminin,,0,,,,
,,,substantif:Rhin   masculin,substantif,,,Rhin,masculin,,0,,,,
,,,substantif:Rhins   masculin,substantif,,,Rhins,masculin,,0,,,,
,,,substantif:Rhône   masculin,substantif,,,Rhône,masculin,,0,,,,
,,,substantif:Rhônelle   féminin,substantif,,,Rhônelle,féminin,,0,,,,
,,,substantif:Rhue   féminin,substantif,,,Rhue,féminin,,0,,,,
,,,substantif:Risle   féminin,substantif,,,Risle,féminin,,0,,,,
,,,substantif:Rivière d'Auray   féminin,substantif,,,Rivière d'Auray,féminin,,0,,,,
,,,substantif:Rivière d'Étel   féminin,substantif,,,Rivière d'Étel,féminin,,0,,,,
,,,substantif:Rizonne   féminin,substantif,,,Rizonne,féminin,,0,,,,
,,,substantif:Rizzanese   féminin,substantif,,,Rizzanese,féminin,,0,,,,
,,,substantif:Roanne   féminin,substantif,,,Roanne,féminin,,0,,,,
,,,substantif:Rognon   masculin,substantif,,,Rognon,masculin,,0,,,,
,,,substantif:Romanche   féminin,substantif,,,Romanche,féminin,,0,,,,
,,,substantif:Roya   féminin,substantif,,,Roya,féminin,,0,,,,
,,,substantif:Rozeille   féminin,substantif,,,Rozeille,féminin,,0,,,,
,,,substantif:Ru de Gally   masculin,substantif,,,Ru de Gally,masculin,,0,,,,
,,,substantif:Ruisseau d'Escalmels   masculin,substantif,,,Ruisseau d'Escalmels,masculin,,0,,,,
,,,substantif:Ruisseau de Neuffonds   masculin,substantif,,,Ruisseau de Neuffonds,masculin,,0,,,,
,,,substantif:Ruisseau de Roannes   masculin,substantif,,,Ruisseau de Roannes,masculin,,0,,,,
,,,substantif:Ruisseau des Forges   masculin,substantif,,,Ruisseau des Forges,masculin,,0,,,,
,,,substantif:Rupt de Mad   masculin,substantif,,,Rupt de Mad,masculin,,0,,,,
,,,substantif:Saâne   féminin,substantif,,,Saâne,féminin,,0,,,,
,,,substantif:Saint-Bonnette   masculin,substantif,,,Saint-Bonnette,masculin,,0,,,,
,,,substantif:Saint-Geyrac   masculin,substantif,,,Saint-Geyrac,masculin,,0,,,,
,,,substantif:Saire   féminin,substantif,,,Saire,féminin,,0,,,,
,,,substantif:Saison   masculin,substantif,,,Saison,masculin,,0,,,,
,,,substantif:Salat   masculin,substantif,,,Salat,masculin,,0,,,,
,,,substantif:Salleron   masculin,substantif,,,Salleron,masculin,,0,,,,
,,,substantif:Salon   masculin,substantif,,,Salon,masculin,,0,,,,
,,,substantif:Sambre   féminin,substantif,,,Sambre,féminin,,0,,,,
,,,substantif:Sâne Morte   féminin,substantif,,,Sâne Morte,féminin,,0,,,,
,,,substantif:Sâne Vive   féminin,substantif,,,Sâne Vive,féminin,,0,,,,
,,,substantif:Sânon   masculin,substantif,,,Sânon,masculin,,0,,,,
,,,substantif:Santoire   féminin,substantif,,,Santoire,féminin,,0,,,,
,,,substantif:Saône   féminin,substantif,,,Saône,féminin,,0,,,,
,,,substantif:Saônelle   féminin,substantif,,,Saônelle,féminin,,0,,,,
,,,substantif:Sarre   féminin,substantif,,,Sarre,féminin,,0,,,,
,,,substantif:Sarsonne   féminin,substantif,,,Sarsonne,féminin,,0,,,,
,,,substantif:Sarthe   féminin,substantif,,,Sarthe,féminin,,0,,,,
,,,substantif:Sauer   masculin,substantif,,,Sauer,masculin,,0,,,,
,,,substantif:Sauldre   féminin,substantif,,,Sauldre,féminin,,0,,,,
,,,substantif:Saulière   féminin,substantif,,,Saulière,féminin,,0,,,,
,,,substantif:Saulx   masculin,substantif,,,Saulx,masculin,,0,,,,
,,,substantif:Save   féminin,substantif,,,Save,féminin,,0,,,,
,,,substantif:Savoureuse   féminin,substantif,,,Savoureuse,féminin,,0,,,,
,,,substantif:Saye   féminin,substantif,,,Saye,féminin,,0,,,,
,,,substantif:Scarpe   féminin,substantif,,,Scarpe,féminin,,0,,,,
,,,substantif:Scie   féminin,substantif,,,Scie,féminin,,0,,,,
,,,substantif:Scorff   masculin,substantif,,,Scorff,masculin,,0,,,,
,,,substantif:Sédelle   féminin,substantif,,,Sédelle,féminin,,0,,,,
,,,substantif:Sée   féminin,substantif,,,Sée,féminin,,0,,,,
,,,substantif:Sègre   féminin,substantif,,,Sègre,féminin,,0,,,,
,,,substantif:Seiche   féminin,substantif,,,Seiche,féminin,,0,,,,
,,,substantif:Seignal   masculin,substantif,,,Seignal,masculin,,0,,,,
,,,substantif:Seille   féminin,substantif,,,Seille,féminin,,0,,,,
,,,substantif:Seine   féminin,substantif,,,Seine,féminin,,0,,,,
,,,substantif:Selle   féminin,substantif,,,Selle,féminin,,0,,,,
,,,substantif:Sélune   féminin,substantif,,,Sélune,féminin,,0,,,,
,,,substantif:Selves   féminin,substantif,,,Selves,féminin,,0,,,,
,,,substantif:Semine   féminin,substantif,,,Semine,féminin,,0,,,,
,,,substantif:Semme   féminin,substantif,,,Semme,féminin,,0,,,,
,,,substantif:Semnon   masculin,substantif,,,Semnon,masculin,,0,,,,
,,,substantif:Semois   féminin,substantif,,,Semois,féminin,,0,,,,
,,,substantif:Semouse   féminin,substantif,,,Semouse,féminin,,0,,,,
,,,substantif:Senouire   féminin,substantif,,,Senouire,féminin,,0,,,,
,,,substantif:Séoune   féminin,substantif,,,Séoune,féminin,,0,,,,
,,,substantif:Serein   masculin,substantif,,,Serein,masculin,,0,,,,
,,,substantif:Serre   féminin,substantif,,,Serre,féminin,,0,,,,
,,,substantif:Seudre   féminin,substantif,,,Seudre,féminin,,0,,,,
,,,substantif:Seugne   féminin,substantif,,,Seugne,féminin,,0,,,,
,,,substantif:Seulles   féminin,substantif,,,Seulles,féminin,,0,,,,
,,,substantif:Sèvre nantaise   féminin,substantif,,,Sèvre nantaise,féminin,,0,,,,
,,,substantif:Sèvre niortaise   féminin,substantif,,,Sèvre niortaise,féminin,,0,,,,
,,,substantif:Sevron   masculin,substantif,,,Sevron,masculin,,0,,,,
,,,substantif:Siagne   féminin,substantif,,,Siagne,féminin,,0,,,,
,,,substantif:Sienne   féminin,substantif,,,Sienne,féminin,,0,,,,
,,,substantif:Sioule   féminin,substantif,,,Sioule,féminin,,0,,,,
,,,substantif:Slack   féminin,substantif,,,Slack,féminin,,0,,,,
,,,substantif:Smagne   féminin,substantif,,,Smagne,féminin,,0,,,,
,,,substantif:Solnan   masculin,substantif,,,Solnan,masculin,,0,,,,
,,,substantif:Solre   féminin,substantif,,,Solre,féminin,,0,,,,
,,,substantif:Somme   féminin,substantif,,,Somme,féminin,,0,,,,
,,,substantif:Somme-Soude   féminin,substantif,,,Somme-Soude,féminin,,0,,,,
,,,substantif:Sor   masculin,substantif,,,Sor,masculin,,0,,,,
,,,substantif:Sorgue   féminin,substantif,,,Sorgue,féminin,,0,,,,
,,,substantif:Sormonne   féminin,substantif,,,Sormonne,féminin,,0,,,,
,,,substantif:Sornin   masculin,substantif,,,Sornin,masculin,,0,,,,
,,,substantif:Sou de Val de Daigne   masculin,substantif,,,Sou de Val de Daigne,masculin,,0,,,,
